-452,-12,-0.44,-0.04,0.5,-8,5,0.0050,0.3,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.014
-327,-23,-0.15,0.14,-0.6,-13,-5,-0.0030,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.037
-202,13,-0.08,0.25,-2.2,-16,-16,0.0060,0.0,-9.0E-4,-9.0E-4,-9.0E-4,-9.0E-4,0.0,0.0,0.0,0.0,-9.0E-4,0.019
223,-13,0.39,-0.02,-0.3,-15,12,0.011,-0.2,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.025
467,-13,-0.17,0.09,-0.7,-14,-3,0.0090,-0.2,-7.0E-4,-7.0E-4,-7.0E-4,-7.0E-4,0.0,0.0,0.0,0.0,-7.0E-4,0.02
-332,-27,-0.07,0.02,1.7,-11,-5,-0.01,0.6,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.018
79,2,-0.38,0.15,2.4,-14,-9,-0.018,0.2,-9.0E-4,-0.0011,-0.0011,-0.0012,1.0E-4,0.0,1.0E-4,0.0,-0.0012,0.02
188,-15,-0.02,0.14,0.5,-9,-16,-0.014,0.9,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.021
-342,6,0.12,0.09,0.4,-15,1,0.0020,0.7,-9.0E-4,-9.0E-4,-9.0E-4,-9.0E-4,0.0,0.0,0.0,0.0,-9.0E-4,0.02
-184,-29,0.42,0.07,-0.4,-19,6,0.016,1.4,-0.0016,-0.0014,-0.0014,-0.0014,-3.0E-4,0.0,0.0,0.0,-0.0014,0.039
-224,-46,0.35,0.05,-0.1,-6,-4,-0.0030,-1.0,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.015
-281,3,0.14,0.07,0.0,-6,4,-0.011,-2.4,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.018
24,-31,0.53,-0.02,-1.4,-11,7,0.026,-0.6,-2.0E-4,-2.0E-4,-2.0E-4,-2.0E-4,0.0,0.0,0.0,0.0,-2.0E-4,0.02
-358,21,-0.09,0.37,-1.1,-20,-21,0.01,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.021
52,-47,0.0,0.15,1.1,-10,-13,-0.027,0.3,-0.0010,-0.0011,-0.0011,-0.0011,1.0E-4,0.0,0.0,0.0,-0.0011,0.021
-298,-2,0.02,0.24,2.7,-9,-19,-0.015,-1.8,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.018
-48,-47,-0.23,0.29,0.5,-6,-35,-0.019,-0.8,-7.0E-4,-7.0E-4,-7.0E-4,-7.0E-4,0.0,0.0,0.0,0.0,-7.0E-4,0.015
9,-5,0.0,0.0,0.1,-7,1,-0.0070,-0.1,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.018
-393,-6,0.36,0.02,-0.3,-16,-6,0.011,2.8,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.038
-13,13,0.04,0.03,0.1,-10,1,-0.0080,0.0,-7.0E-4,-7.0E-4,-7.0E-4,-7.0E-4,0.0,0.0,0.0,0.0,-7.0E-4,0.019
111,-9,0.52,0.18,0.1,-6,-8,-0.0050,-3.6,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.021
393,-86,-0.7,-0.17,-1.6,-7,19,0.023,-0.3,-2.0E-4,-2.0E-4,-2.0E-4,-2.0E-4,0.0,0.0,0.0,0.0,-2.0E-4,0.016
128,-66,-0.3,-0.02,-1.7,-15,11,0.042,-0.4,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.027
-245,7,0.16,-0.09,-1.0,-8,-4,-0.0020,2.1,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.016
166,-24,0.06,0.0,1.4,-5,0,-0.019,-0.2,-6.0E-4,-6.0E-4,-6.0E-4,-6.0E-4,0.0,0.0,0.0,0.0,-6.0E-4,0.02
-381,-5,-0.8,-0.05,0.5,-10,-8,-0.018,1.2,-9.0E-4,-0.0010,-0.0010,-0.0010,1.0E-4,0.0,0.0,0.0,-0.0010,0.017
11,-61,-0.7,-0.19,-0.3,-6,12,-0.0010,1.4,-4.0E-4,-4.0E-4,-4.0E-4,-5.0E-4,0.0,0.0,1.0E-4,0.0,-5.0E-4,0.015
304,-13,0.3,0.09,1.2,-8,-6,-0.023,-0.9,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.032
-176,-44,0.07,-0.11,-0.2,-6,11,0.0080,-0.2,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,-2.0E-4,0.0,-1.0E-4,0.0,-3.0E-4,0.017
51,-11,-0.53,-0.02,-1.1,-12,8,0.0030,-0.2,-8.0E-4,-9.0E-4,-9.0E-4,-9.0E-4,1.0E-4,0.0,0.0,0.0,-9.0E-4,0.023
-87,3,0.28,0.15,0.9,-10,-13,-0.012,-0.1,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.019
-284,35,0.1,0.22,0.4,-19,-7,0.0020,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.021
-155,28,-0.27,0.19,1.5,-10,-16,-0.028,-0.6,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.017
284,53,-0.38,0.09,-1.2,-20,8,0.012,0.6,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.026
259,-23,-0.15,0.08,-0.5,-15,3,0.0050,0.0,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.02
437,-75,0.05,0.07,0.0,-15,-1,-0.0060,0.6,-9.0E-4,-0.0010,-0.0010,-0.0010,1.0E-4,0.0,0.0,0.0,-0.0010,0.018
218,6,-0.37,0.08,1.2,-9,-6,-0.0030,0.1,-6.0E-4,-6.0E-4,-6.0E-4,-6.0E-4,0.0,0.0,0.0,0.0,-6.0E-4,0.022
212,-21,-0.09,0.01,1.0,-5,0,-0.017,-0.2,-6.0E-4,-6.0E-4,-6.0E-4,-6.0E-4,0.0,0.0,0.0,0.0,-6.0E-4,0.02
-332,3,0.19,0.16,2.6,-16,-1,-0.01,-0.8,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.019
-276,-32,0.03,0.04,0.6,-10,-5,-0.023,1.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.02
-582,20,-0.57,0.17,0.4,-16,-8,-0.025,0.0,-0.0013,-0.0014,-0.0014,-0.0014,1.0E-4,0.0,0.0,0.0,-0.0014,0.021
179,-43,-0.27,0.2,-1.7,-14,-9,0.013,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.044
211,-61,0.36,-0.08,0.0,-6,9,0.0040,-0.1,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.019
261,-45,-0.06,-0.05,-0.7,-9,7,0.011,0.0,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.018
-18,3,-0.13,0.07,-0.7,-8,-7,0.0010,0.0,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.02
-209,-18,0.25,0.08,-0.3,-10,-6,-0.0040,-0.1,-7.0E-4,-7.0E-4,-7.0E-4,-7.0E-4,0.0,0.0,0.0,0.0,-7.0E-4,0.018
-215,-8,-0.25,0.22,0.5,-18,-6,-0.0050,0.2,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,0.033
-522,-16,-0.47,0.08,-1.0,-20,13,-0.0090,-0.4,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.018
-164,12,-0.01,0.12,-0.8,-12,-7,-0.0060,0.4,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.018
-300,-19,-0.27,-0.17,-0.1,-6,8,-0.0020,3.2,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.018
457,46,0.09,0.09,-1.8,-12,-5,0.014,-0.3,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.022
515,16,0.45,0.26,-0.3,-12,-4,0.01,-4.0,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.024
119,32,0.1,0.15,-0.2,-14,-7,-0.015,-0.5,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.021
556,-25,-0.08,0.03,-0.9,-12,4,0.0090,-0.3,-6.0E-4,-6.0E-4,-6.0E-4,-6.0E-4,0.0,0.0,0.0,0.0,-6.0E-4,0.025
286,-31,0.23,-0.1,-0.2,-12,16,0.013,0.0,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.019
-47,6,0.07,-0.01,0.3,-6,2,0.0010,-0.1,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.019
-45,-18,0.2,-0.05,-1.1,-7,6,0.0070,-0.1,-4.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,-1.0E-4,0.0,0.0,0.0,-3.0E-4,0.021
-184,5,0.06,0.15,0.9,-12,-12,-0.016,0.3,-0.0010,-0.0010,-0.0010,-0.0010,0.0,0.0,0.0,0.0,-0.0010,0.02
-77,-6,-0.05,0.28,1.3,-18,-13,-0.013,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0.027
97,2,-0.08,0.16,-0.7,-14,-4,0.0060,-0.5,-5.0E-4,-6.0E-4,-6.0E-4,-7.0E-4,1.0E-4,0.0,1.0E-4,0.0,-7.0E-4,0.022
367,-13,-0.06,0.06,-1.0,-14,2,0.01,-0.1,-7.0E-4,-7.0E-4,-7.0E-4,-7.0E-4,0.0,0.0,0.0,0.0,-7.0E-4,0.02
100,-22,0.12,0.03,1.7,-4,-3,-0.014,-0.1,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.019
-726,-53,-0.29,0.11,-0.4,-10,-7,-0.0090,-0.3,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.021
-11,-51,-0.22,-0.07,-0.8,-9,10,0.011,0.0,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.017
-586,5,0.21,0.22,0.6,-15,-8,-0.012,-1.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.026
236,-4,0.38,0.16,-0.7,-12,-5,0.022,-3.1,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,-1.0E-4,0.0,0.0,0.0,-3.0E-4,0.02
298,-6,0.1,-0.09,-0.7,-7,10,0.0040,-0.1,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.019
-225,-6,-0.65,0.12,-0.4,-11,-8,-0.0070,-0.3,-9.0E-4,-9.0E-4,-9.0E-4,-9.0E-4,0.0,0.0,0.0,0.0,-9.0E-4,0.017
273,-4,0.2,-0.06,-0.5,-9,9,0.0010,-0.1,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.018
53,-37,-0.44,-0.09,1.3,-14,16,-0.0080,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.029
-192,-21,-0.28,0.14,0.8,-17,-2,-0.016,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.018
128,3,0.07,0.11,-0.2,-13,-4,0.01,-0.8,-7.0E-4,-7.0E-4,-7.0E-4,-7.0E-4,0.0,0.0,0.0,0.0,-7.0E-4,0.025
174,-7,0.14,-0.04,-1.0,-12,10,0.027,-0.2,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.019
171,1,0.25,-0.01,0.8,-8,4,0.0010,-0.3,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.019
19,-19,-0.06,0.09,1.2,-18,6,0.0,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.03
-21,9,0.35,-0.03,-0.4,-13,15,0.016,-1.0,-0.0014,-0.0010,-0.0010,-8.0E-4,-5.0E-4,0.0,-3.0E-4,0.0,-8.0E-4,0.031
615,16,-0.05,0.05,-0.6,-7,-6,0.0050,-0.2,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,-1.0E-4,0.0,0.0,0.0,-4.0E-4,0.018
233,-13,0.25,0.17,-0.5,-7,-10,0.0090,-3.2,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,-1.0E-4,0.0,0.0,0.0,-3.0E-4,0.019
56,3,0.02,0.04,-1.5,-8,-2,0.01,0.0,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,-1.0E-4,0.0,0.0,0.0,-4.0E-4,0.02
512,-5,-0.19,0.1,-1.0,-17,6,0.01,-0.2,-0.0013,-0.0014,-0.0014,-0.0015,1.0E-4,0.0,1.0E-4,0.0,-0.0015,0.045
-332,-37,-0.24,0.05,0.5,-6,-6,0.0050,-0.4,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.017
-200,-52,-0.15,0.09,-0.7,-17,6,0.0070,-1.1,-9.0E-4,-9.0E-4,-9.0E-4,-9.0E-4,0.0,0.0,0.0,0.0,-9.0E-4,0.022
-334,-25,0.32,-0.01,1.1,-5,-8,-0.0040,0.6,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.017
86,-55,-0.39,-0.08,1.2,-12,11,-0.0070,0.3,-0.0011,-0.0012,-0.0012,-0.0013,1.0E-4,0.0,1.0E-4,0.0,-0.0013,0.03
-270,-29,-0.32,0.04,-0.6,-7,-3,0.0040,-0.3,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.015
-114,-25,0.4,0.02,-0.5,-6,-2,0.0040,-0.1,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.023
-3,-62,0.04,-0.17,-1.3,-11,24,0.022,-0.3,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.017
4,-7,0.11,0.14,-2.3,-13,-9,0.022,0.5,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.022
26,-11,-0.35,-0.02,0.3,-13,8,-0.01,0.1,-8.0E-4,-0.0010,-0.0010,-0.0010,2.0E-4,0.0,0.0,0.0,-0.0010,0.019
-129,-23,-0.07,-0.15,0.4,-11,4,-0.0070,2.6,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.018
227,-9,0.15,0.01,0.1,-13,4,0.01,0.3,-6.0E-4,-6.0E-4,-6.0E-4,-6.0E-4,0.0,0.0,0.0,0.0,-6.0E-4,0.019
-218,45,-0.2,0.33,0.6,-11,-32,-0.016,0.5,-0.0010,-0.0010,-0.0010,-0.0010,0.0,0.0,0.0,0.0,-0.0010,0.022
369,-2,-0.1,-0.09,-0.4,-6,11,-0.0010,-0.1,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.02
-334,-10,-0.23,0.07,0.7,-12,-4,0.0010,0.3,-7.0E-4,-7.0E-4,-7.0E-4,-8.0E-4,0.0,0.0,1.0E-4,0.0,-8.0E-4,0.021
-294,47,0.33,0.04,0.8,-7,-4,0.0020,-0.1,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,-1.0E-4,0.0,0.0,0.0,-4.0E-4,0.02
-117,-2,0.19,0.04,-0.3,-7,-4,0.0030,-0.1,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.015
70,-27,0.22,0.13,0.2,-18,4,-0.0030,-0.5,-0.0013,-0.0011,-0.0011,-0.0011,-3.0E-4,0.0,-2.0E-4,0.0,-0.0011,0.02
-160,-4,-0.22,0.07,-1.0,-14,-2,0.011,0.7,-7.0E-4,-7.0E-4,-7.0E-4,-7.0E-4,0.0,0.0,0.0,0.0,-7.0E-4,0.018
-54,-2,0.2,0.24,0.0,-16,-13,-0.0030,0.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.027
18,-13,-0.04,0.18,-0.5,-10,-12,0.0010,-0.1,-0.0010,-0.0010,-0.0010,-0.0010,0.0,0.0,0.0,0.0,-0.0010,0.034
-792,12,-0.19,-0.11,1.3,-14,11,-0.0080,3.7,-0.0010,-0.0010,-0.0010,-0.0010,0.0,0.0,0.0,0.0,-0.0010,0.017
-193,-8,0.11,0.11,-0.2,-10,-8,0.0020,-0.1,-7.0E-4,-7.0E-4,-7.0E-4,-7.0E-4,0.0,0.0,0.0,0.0,-7.0E-4,0.021
-70,-11,-0.16,0.01,-1.7,-8,2,0.0050,0.1,-6.0E-4,-6.0E-4,-6.0E-4,-6.0E-4,0.0,0.0,0.0,0.0,-6.0E-4,0.033
694,-13,0.24,-0.15,0.9,-9,19,0.0060,-0.1,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.018
-15,-46,0.3,0.01,1.7,-10,2,-0.013,0.4,-0.0011,-0.0010,-0.0010,-0.0010,-2.0E-4,0.0,-2.0E-4,0.0,-0.0010,0.025
-53,-15,0.29,-0.05,-1.6,-8,7,0.0070,-0.1,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,-1.0E-4,0.0,0.0,0.0,-4.0E-4,0.018
52,3,-0.1,-0.05,0.8,-10,6,-0.0090,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.032
427,-20,-0.07,0.01,0.9,-8,1,0.0030,0.1,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.019
-130,-91,0.04,-0.15,0.4,-6,16,0.0010,0.3,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.017
-123,-21,0.45,0.02,-1.5,-11,4,0.015,-0.1,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.019
-262,-17,0.11,0.08,0.7,-12,-2,-0.0080,-0.1,-0.0010,-0.0010,-0.0010,-0.0010,-2.0E-4,0.0,0.0,0.0,-0.0010,0.022
299,-6,0.52,-0.06,-0.9,-15,14,0.017,-0.2,-0.0010,-0.0010,-0.0010,-0.0010,0.0,0.0,0.0,0.0,-0.0010,0.047
313,-33,-0.19,-0.15,0.4,-12,22,0.0060,-0.2,-6.0E-4,-6.0E-4,-6.0E-4,-6.0E-4,0.0,0.0,0.0,0.0,-6.0E-4,0.018
-353,18,-0.16,0.08,1.0,-8,-8,-0.0050,0.3,-7.0E-4,-7.0E-4,-7.0E-4,-7.0E-4,0.0,0.0,0.0,0.0,-7.0E-4,0.021
-318,-50,0.12,0.05,-2.1,-12,1,0.012,-0.2,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.016
161,-9,0.24,-0.04,0.1,-6,4,0.0050,-0.1,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.018
-437,10,-0.34,0.15,-0.4,-20,4,-0.017,-0.4,-0.0013,-0.0016,-0.0016,-0.0016,3.0E-4,0.0,0.0,0.0,-0.0016,0.022
-10,2,-0.45,0.07,0.1,-12,-3,-0.0060,0.0,-9.0E-4,-9.0E-4,-9.0E-4,-9.0E-4,0.0,0.0,0.0,0.0,-9.0E-4,0.019
288,16,0.75,0.17,-1.1,-13,-7,0.011,-0.4,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.037
-64,-6,-0.1,-0.06,-0.6,-7,7,0.0040,-0.1,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.016
-140,50,-0.58,0.12,0.3,-6,-13,-0.013,0.0,-6.0E-4,-6.0E-4,-6.0E-4,-6.0E-4,0.0,0.0,0.0,0.0,-6.0E-4,0.019
-195,-14,-0.57,0.01,-1.5,-12,10,0.0090,-0.9,-6.0E-4,-7.0E-4,-7.0E-4,-7.0E-4,1.0E-4,0.0,0.0,0.0,-7.0E-4,0.016
-420,-27,0.37,0.17,2.5,-15,-5,-0.035,-0.5,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0.023
-461,24,-0.48,0.02,0.4,-6,-1,-0.0020,0.7,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.017
-435,-16,0.09,-0.03,1.3,-11,4,-0.0090,1.9,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.019
-276,5,0.36,-0.03,-0.5,-11,7,0.014,-0.2,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.02
-250,-18,-0.7,0.02,-1.6,-14,9,0.023,0.1,-5.0E-4,-6.0E-4,-6.0E-4,-6.0E-4,0.0,0.0,0.0,0.0,-6.0E-4,0.017
44,5,-0.09,0.2,0.7,-18,-1,0.0070,-0.2,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019,0.048
258,-10,-0.06,-0.04,-0.9,-7,5,0.0070,-0.1,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.019
-95,-35,-0.3,-0.06,-0.8,-7,7,0.01,0.3,-3.0E-4,-3.0E-4,-3.0E-4,-3.0E-4,0.0,0.0,0.0,0.0,-3.0E-4,0.017
-102,-53,-0.48,0.15,-1.1,-17,-2,0.014,-0.2,-9.0E-4,-9.0E-4,-9.0E-4,-9.0E-4,0.0,0.0,0.0,0.0,-9.0E-4,0.021
373,-16,0.61,0.27,0.7,-10,-13,-0.012,-2.5,-8.0E-4,-8.0E-4,-8.0E-4,-8.0E-4,0.0,0.0,0.0,0.0,-8.0E-4,0.023
232,-21,-0.13,0.09,-0.4,-17,4,0.012,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.028
564,-10,-0.14,0.09,-0.9,-21,18,0.013,-0.5,-0.0011,-0.0011,-0.0011,-0.0012,1.0E-4,0.0,1.0E-4,0.0,-0.0012,0.028
396,-15,-0.53,-0.03,0.8,-11,6,-0.011,0.1,-8.0E-4,-9.0E-4,-9.0E-4,-0.0010,1.0E-4,0.0,1.0E-4,0.0,-0.0010,0.022
244,9,-0.08,0.09,-0.6,-8,-7,0.0010,-0.4,-5.0E-4,-5.0E-4,-5.0E-4,-5.0E-4,0.0,0.0,0.0,0.0,-5.0E-4,0.017
146,-9,-0.04,-0.03,0.7,-7,4,0.0030,-0.1,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.022
-134,-56,0.58,0.06,0.9,-10,-2,-0.0040,-0.3,-7.0E-4,-6.0E-4,-6.0E-4,-6.0E-4,-2.0E-4,0.0,0.0,0.0,-6.0E-4,0.02
5,-15,0.24,-0.05,0.8,-8,12,-0.01,-1.1,-0.0010,-9.0E-4,-9.0E-4,-8.0E-4,-2.0E-4,0.0,-2.0E-4,0.0,-8.0E-4,0.022
261,18,0.04,-0.03,-0.8,-9,6,0.011,0.0,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,-1.0E-4,0.0,0.0,0.0,-4.0E-4,0.019
162,14,-0.01,0.02,-0.5,-7,-5,0.0020,0.4,-4.0E-4,-4.0E-4,-4.0E-4,-4.0E-4,0.0,0.0,0.0,0.0,-4.0E-4,0.02
